Customer Age,Gender,Education Level,Marital Status,Months on book,Credit Limit,Total Trans Amt,Total Trans Count,Minimum income,Max income
62,F,Graduate,Married,49,3143,1323,25,0,40000
53,M,Graduate,Unknown,42,6514,3084,63,80000,120000
26,F,Graduate,Single,17,3119,2740,62,40000,60000
46,F,High School,Single,39,13092,936,25,0,40000
51,F,College,Married,44,0,2207,68,40000,60000
39,M,Uneducated,Married,34,3702,2585,64,0,40000
51,F,High School,Married,36,9095,1347,27,0,0
59,M,High School,Married,50,2701,1469,36,40000,60000
56,M,Unknown,Married,45,1813,1468,32,40000,60000
56,F,Graduate,Married,36,5335,1454,43,0,0
31,M,Graduate,Married,20,2469,1615,36,40000,60000
37,M,High School,Divorced,36,3091,2572,65,40000,60000
36,M,High School,Single,32,2683,2373,73,40000,60000
26,F,Unknown,Single,15,5464,2473,46,0,0
61,F,Graduate,Married,53,2942,1479,28,0,40000
26,M,High School,Single,36,2735,2441,58,0,40000
35,M,College,Married,36,15279,2079,57,80000,120000
53,M,College,Married,43,14938,2248,51,120000,120000
59,M,High School,Married,42,4328,1580,54,0,40000
37,M,Graduate,Single,24,34516,1768,52,80000,120000
38,M,High School,Married,26,5824,1801,44,60000,80000
56,F,Doctorate,Married,48,11281,1255,30,0,0
37,M,Uneducated,Married,36,7959,1855,29,60000,80000
33,M,Graduate,Married,21,4459,2502,48,120000,120000
38,M,College,Married,24,17162,2457,54,80000,120000
56,M,Uneducated,Married,50,16254,2502,55,120000,120000
59,M,High School,Married,47,3278,1374,32,80000,120000
30,M,Post-Graduate,Married,17,7173,1793,33,0,40000
56,M,High School,Married,36,3295,1191,34,40000,60000
33,M,Unknown,Single,15,25033,2529,71,120000,120000
31,M,Graduate,Divorced,24,4232,2565,69,60000,80000
26,M,College,Single,36,2703,2111,29,40000,60000
29,M,Graduate,Married,18,2710,1718,37,0,40000
53,F,Uneducated,Married,42,2322,1573,27,0,40000
35,F,High School,Single,36,5931,2730,71,0,40000
35,M,Uneducated,Unknown,29,3300,1745,27,120000,120000
56,F,High School,Married,51,0,1354,24,0,40000
35,F,Uneducated,Single,27,34516,2562,62,0,0
35,M,Uneducated,Married,36,8682,1792,36,40000,60000
32,M,High School,Divorced,13,12616,1376,29,60000,80000
49,M,College,Unknown,43,9652,3762,73,0,40000
36,M,Graduate,Divorced,29,1651,2516,54,120000,120000
37,M,Unknown,Married,29,2576,2568,34,60000,80000
58,M,High School,Married,47,2212,1387,34,60000,80000
35,F,High School,Married,21,2157,2111,59,0,40000
39,F,Graduate,Married,26,2575,1487,33,40000,60000
65,F,Uneducated,Single,56,8705,2688,88,0,40000
65,M,High School,Married,56,3838,1467,29,0,40000
51,M,Unknown,Married,42,10306,1456,44,120000,120000
56,F,Uneducated,Married,40,5366,1748,38,40000,60000
58,M,High School,Married,36,2994,1540,32,80000,120000
39,M,Uneducated,Married,36,4247,847,17,0,40000
51,F,College,Single,36,1737,1954,42,0,40000
58,M,Uneducated,Single,50,18431,2950,61,40000,60000
34,F,Graduate,Married,23,2263,2154,37,0,40000
39,M,Unknown,Single,23,2718,1711,36,80000,120000
54,F,College,Married,43,5839,1640,44,0,0
26,F,High School,Single,13,5137,2496,49,0,0
53,M,Graduate,Single,43,11909,1938,53,80000,120000
32,M,College,Single,21,21390,2477,59,80000,120000
49,M,High School,Married,39,9264,4107,79,60000,80000
39,F,Uneducated,Married,26,5484,2025,51,0,40000
32,M,Graduate,Married,22,4739,886,21,40000,60000
30,M,College,Divorced,19,7970,1284,30,0,40000
37,M,Uneducated,Single,36,3127,2292,49,80000,120000
38,M,Uneducated,Single,36,7756,1858,51,40000,60000
46,M,Uneducated,Single,33,34516,3508,58,120000,120000
36,M,Uneducated,Married,36,5605,2338,41,60000,80000
33,M,Post-Graduate,Married,36,2946,2017,48,80000,120000
58,F,Post-Graduate,Single,54,8886,4148,79,0,40000
46,M,Doctorate,Married,36,3104,2781,74,120000,120000
39,M,Unknown,Married,36,19435,2062,55,80000,120000
54,F,Doctorate,Married,46,3312,1973,55,0,40000
50,M,High School,Married,40,34516,1930,36,120000,120000
41,M,College,Single,33,5246,3189,56,60000,80000
53,M,Graduate,Unknown,41,2432,3670,60,60000,80000
36,F,Graduate,Married,30,3103,1836,48,0,40000
38,M,Unknown,Married,33,30746,1519,43,120000,120000
55,F,College,Single,36,34516,1353,40,0,0
45,M,College,Unknown,40,11962,1907,52,120000,120000
36,M,High School,Single,27,14690,2746,68,80000,120000
45,M,Graduate,Single,32,6629,3891,69,40000,60000
38,M,Graduate,Married,27,5535,1764,38,40000,60000
35,F,High School,Married,22,2544,2289,49,0,40000
48,M,College,Married,37,3305,2027,57,0,40000
51,M,Uneducated,Single,36,34516,1959,42,120000,120000
37,F,College,Single,20,9466,2503,70,0,0
33,F,Doctorate,Single,21,5297,2655,62,0,0
31,M,College,Married,36,4260,2109,52,80000,120000
40,F,College,Single,26,7291,2198,56,0,40000
43,M,High School,Unknown,37,13882,1646,42,80000,120000
63,M,Graduate,Married,56,6500,1497,27,40000,60000
35,F,Unknown,Married,30,1626,2847,61,0,40000
31,F,High School,Single,22,6662,3264,83,0,40000
36,M,Uneducated,Married,25,5846,2056,41,80000,120000
34,M,High School,Married,27,8063,2042,49,60000,80000
29,M,Unknown,Married,23,6224,2222,39,60000,80000
55,M,Doctorate,Married,49,4597,1504,38,60000,80000
46,M,Graduate,Single,31,7869,998,25,40000,60000
45,M,College,Married,35,17884,2031,49,60000,80000
52,F,Doctorate,Single,36,0,947,33,0,40000
40,F,High School,Married,32,2046,3432,49,0,40000
46,F,Uneducated,Married,36,6370,1783,40,0,40000
54,F,Graduate,Married,46,2737,1619,37,0,40000
36,M,Graduate,Single,25,2622,2717,79,0,40000
44,M,Graduate,Married,33,7266,1741,27,40000,60000
37,F,Uneducated,Single,30,2258,2511,55,0,40000
35,M,Graduate,Single,25,6510,2238,49,80000,120000
64,F,Unknown,Married,55,2508,1607,44,0,0
52,F,Uneducated,Married,36,4006,1157,34,0,0
37,F,High School,Single,19,3252,2953,72,40000,60000
45,F,Uneducated,Married,26,16317,2944,71,0,0
28,M,Unknown,Single,15,2109,2261,56,40000,60000
65,F,Graduate,Married,56,7023,2535,51,0,40000
55,M,Graduate,Married,42,8302,1576,34,120000,120000
55,M,Graduate,Married,47,9959,1584,28,80000,120000
41,M,Uneducated,Single,36,3636,4254,79,40000,60000
57,F,High School,Married,46,5184,1834,55,0,40000
37,M,High School,Single,29,14575,3444,80,60000,80000
29,M,College,Divorced,15,3107,2460,71,0,0
62,F,College,Married,49,0,1281,32,40000,60000
42,M,College,Unknown,25,3092,2133,41,60000,80000
47,F,Graduate,Married,36,8322,3700,62,0,40000
44,F,Graduate,Married,36,10110,4063,74,0,40000
34,F,High School,Married,28,2707,1926,33,0,40000
37,M,Graduate,Single,32,4397,2473,47,0,0
33,F,Graduate,Single,21,5795,2322,65,0,0
40,M,Uneducated,Married,23,9760,4542,86,80000,120000
51,M,Doctorate,Single,40,6103,3203,64,40000,60000
65,M,High School,Married,56,2246,1429,32,40000,60000
46,M,Graduate,Single,35,4930,3343,77,80000,120000
27,M,Graduate,Single,16,3178,2010,31,40000,60000
37,F,High School,Unknown,30,3003,3148,68,0,40000
34,F,Doctorate,Married,25,2318,2689,57,0,0
34,M,Graduate,Married,17,2638,1868,43,40000,60000
35,F,Uneducated,Married,36,2004,1974,60,0,40000
55,F,Post-Graduate,Married,49,2414,2000,62,0,40000
60,F,Doctorate,Married,45,0,1267,27,0,40000
56,M,Graduate,Married,44,2043,2311,57,60000,80000
52,M,High School,Single,46,34516,3072,67,80000,120000
45,F,Uneducated,Married,36,3111,1998,41,40000,60000
56,M,Graduate,Married,48,2585,1590,33,120000,120000
26,M,Graduate,Single,13,2469,1027,20,0,40000
30,M,Unknown,Single,19,8744,2579,68,0,40000
34,M,High School,Married,23,4185,2179,55,80000,120000
39,M,Uneducated,Married,36,4759,2903,57,60000,80000
36,M,Graduate,Single,36,24457,2739,65,120000,120000
32,M,Unknown,Single,20,14244,2729,66,120000,120000
48,M,Doctorate,Single,28,6572,1766,46,80000,120000
50,F,Uneducated,Married,34,23381,4357,73,0,0
39,F,Uneducated,Married,26,3471,1771,34,0,40000
61,F,Graduate,Married,51,2250,1339,28,0,40000
65,F,Unknown,Married,53,15965,1619,40,0,0
45,F,High School,Divorced,36,9433,3910,81,0,40000
34,M,Uneducated,Divorced,28,9180,2646,49,120000,120000
37,M,Graduate,Married,36,8818,1865,31,40000,60000
44,F,Graduate,Single,36,4066,3888,77,0,40000
56,M,Uneducated,Married,36,9031,1602,35,80000,120000
36,M,Unknown,Single,36,9887,2552,64,40000,60000
65,F,Graduate,Married,53,4161,1203,30,0,40000
26,M,Graduate,Single,15,2740,1997,44,0,40000
26,F,High School,Single,13,6152,968,23,0,0
34,M,Uneducated,Married,24,8167,2141,51,60000,80000
51,M,College,Married,41,23742,3783,57,120000,120000
57,M,College,Unknown,50,16791,2983,74,60000,80000
30,M,Graduate,Divorced,23,26783,2495,46,80000,120000
35,M,Post-Graduate,Married,27,25516,2317,38,80000,120000
32,M,Graduate,Married,27,4815,2501,36,40000,60000
62,M,Graduate,Married,36,3198,1402,35,0,0
32,M,Uneducated,Married,23,2218,730,20,0,40000
53,M,High School,Married,44,23462,1387,33,80000,120000
55,M,College,Married,36,2252,1291,27,60000,80000
26,F,Unknown,Single,36,2557,2266,57,0,40000
35,F,Graduate,Single,25,2300,1485,34,0,40000
31,F,Graduate,Married,26,3540,1912,45,0,40000
53,M,Unknown,Single,42,22938,3428,54,60000,80000
45,M,Graduate,Married,34,13129,2564,56,40000,60000
39,M,Unknown,Single,36,34516,1668,36,80000,120000
61,F,High School,Married,53,3396,1418,36,0,40000
31,F,Uneducated,Single,20,4712,2568,62,0,40000
37,M,Graduate,Single,36,7638,2336,58,60000,80000
41,M,Post-Graduate,Married,34,2624,4189,74,60000,80000
58,M,Graduate,Married,52,17934,2005,48,120000,120000
45,M,Graduate,Married,39,15198,3183,64,40000,60000
57,F,High School,Married,47,3191,1501,35,0,40000
35,M,Unknown,Single,25,6053,2208,59,60000,80000
39,M,Unknown,Married,26,5510,1980,42,40000,60000
55,M,Doctorate,Married,40,12875,1624,40,120000,120000
41,F,High School,Married,36,2602,3151,78,40000,60000
55,F,Uneducated,Married,51,2041,2118,48,0,40000
52,F,Graduate,Married,45,2548,2055,54,0,40000
57,M,Graduate,Married,49,4698,1865,35,120000,120000
40,F,High School,Unknown,31,2222,3302,65,0,40000
47,M,High School,Married,36,8217,1848,56,80000,120000
42,F,Uneducated,Single,36,10091,3347,64,0,40000
39,M,Graduate,Single,34,19074,3762,74,80000,120000
39,M,Graduate,Single,34,34516,3899,78,60000,80000
36,M,Graduate,Married,29,12852,1606,33,120000,120000
36,M,Uneducated,Married,21,12763,2599,46,60000,80000
29,M,Graduate,Married,19,2827,1608,30,0,40000
56,F,Uneducated,Married,36,8242,1559,44,0,0
37,F,Graduate,Married,28,1825,2878,54,0,40000
61,M,Post-Graduate,Married,56,0,1448,31,0,40000
36,M,High School,Married,36,5497,1981,38,60000,80000
51,F,Graduate,Married,45,6778,3158,71,40000,60000
46,M,Graduate,Married,36,4267,1067,23,60000,80000
31,F,High School,Married,22,3273,2726,57,0,40000
33,M,Doctorate,Single,25,9371,2518,67,40000,60000
50,F,High School,Single,38,0,2987,73,0,40000
57,F,High School,Single,36,8389,1334,38,0,0
65,M,Doctorate,Single,56,28410,2278,77,0,0
48,M,High School,Married,29,6168,4303,80,40000,60000
57,F,Unknown,Single,40,2111,3871,87,0,0
63,F,Unknown,Married,49,3141,1539,35,40000,60000
50,F,Graduate,Divorced,40,8307,2293,36,40000,60000
39,M,Graduate,Married,31,30753,1780,33,80000,120000
39,M,College,Married,26,2731,1813,38,60000,80000
39,F,Unknown,Married,31,2890,2040,36,0,40000
52,M,Unknown,Single,44,34516,2848,56,120000,120000
37,M,Graduate,Married,26,8058,2774,52,80000,120000
50,F,Uneducated,Married,45,5660,1932,35,0,0
59,M,Unknown,Married,36,4230,1480,35,60000,80000
38,M,Graduate,Unknown,36,9515,4642,61,40000,60000
65,F,High School,Single,36,10962,2724,71,40000,60000
57,M,Unknown,Married,36,23848,1591,43,120000,120000
65,M,Uneducated,Married,56,10144,1234,24,0,0
38,F,Graduate,Married,22,2997,2807,60,40000,60000
41,M,College,Single,35,2647,2262,47,80000,120000
55,F,Graduate,Married,47,4580,1694,34,0,40000
28,M,Post-Graduate,Married,13,2608,1822,33,0,0
31,M,Unknown,Single,24,34516,2329,69,80000,120000
39,F,Unknown,Married,19,3156,2739,56,0,40000
44,F,Graduate,Married,31,24936,1810,38,0,0
55,M,College,Married,42,26101,1472,48,80000,120000
57,M,College,Married,45,14270,1222,37,80000,120000
28,M,High School,Married,21,25618,2157,49,0,0
35,F,Graduate,Married,21,3230,1914,31,0,40000
46,F,College,Married,38,8881,2632,54,0,40000
65,F,Uneducated,Single,51,11037,2429,63,0,0
50,F,Uneducated,Married,44,16763,3626,69,0,0
31,M,Uneducated,Divorced,21,2621,2718,71,40000,60000
49,M,Unknown,Single,43,4939,3764,64,80000,120000
50,F,College,Single,32,4419,4535,75,0,40000
44,F,High School,Divorced,39,9235,1739,42,0,40000
63,F,High School,Married,56,3055,1405,40,0,40000
41,M,Graduate,Divorced,35,19412,1576,41,80000,120000
56,M,Unknown,Married,36,12786,1205,19,80000,120000
55,M,Graduate,Married,36,4666,1281,28,60000,80000
48,F,College,Single,38,4894,3277,67,0,40000
35,M,High School,Single,36,27389,2754,60,120000,120000
30,F,Post-Graduate,Single,18,2132,3265,74,0,40000
37,M,High School,Single,24,6590,2449,67,80000,120000
53,F,Graduate,Married,36,3176,1634,53,0,40000
37,M,Graduate,Single,27,4288,2591,57,60000,80000
65,F,Uneducated,Single,56,20130,2444,49,0,0
48,M,Doctorate,Single,43,5945,3598,67,0,40000
37,M,Graduate,Married,17,3350,2849,61,40000,60000
35,M,High School,Married,26,4008,2794,58,60000,80000
35,F,Graduate,Single,27,5780,2960,65,0,40000
49,F,High School,Unknown,38,2497,2922,53,40000,60000
26,F,High School,Single,13,10286,2564,57,0,0
58,M,Unknown,Married,36,2347,1631,40,60000,80000
29,F,Uneducated,Single,18,23125,2536,69,0,0
58,F,Unknown,Married,43,3034,1617,29,0,40000
33,M,College,Single,23,7081,2249,47,80000,120000
36,M,Graduate,Married,28,6824,1933,48,40000,60000
47,F,Doctorate,Married,36,0,2250,40,0,40000
41,M,Graduate,Married,29,2683,2274,52,0,40000
46,M,Graduate,Single,40,12280,4263,70,60000,80000
58,M,Graduate,Married,36,14607,1393,38,60000,80000
53,F,Doctorate,Single,48,2267,3709,64,0,40000
54,F,Unknown,Married,36,2556,1401,30,0,40000
39,F,Uneducated,Divorced,34,12512,2995,60,0,0
49,M,Graduate,Married,39,11332,3806,65,80000,120000
35,F,High School,Married,23,3073,1944,55,0,40000
47,M,College,Married,27,34516,1805,46,120000,120000
38,M,Graduate,Married,34,5323,1783,33,60000,80000
56,M,Graduate,Married,44,9078,1543,34,80000,120000
56,M,High School,Married,46,27029,1302,27,120000,120000
38,M,High School,Single,25,9859,4345,72,60000,80000
46,M,College,Single,39,4026,1102,27,80000,120000
37,M,High School,Single,25,2608,2565,72,40000,60000
63,F,Unknown,Married,36,3552,1342,26,0,40000
65,F,Graduate,Single,56,4613,2328,62,0,40000
38,M,College,Married,27,10386,2119,52,80000,120000
45,F,Doctorate,Unknown,39,34516,1906,39,0,0
26,M,College,Single,36,2657,2349,41,40000,60000
58,F,Graduate,Married,44,5031,1433,34,0,40000
48,M,Uneducated,Married,36,34516,1312,32,120000,120000
26,F,Unknown,Single,16,1612,2148,40,40000,60000
48,F,Graduate,Single,43,2423,2038,64,0,40000
33,M,Graduate,Married,36,7140,916,18,80000,120000
62,F,Doctorate,Married,51,3377,1407,44,40000,60000
55,M,Uneducated,Divorced,41,34516,1187,40,80000,120000
40,F,Graduate,Single,29,2295,3292,62,0,40000
46,M,High School,Single,41,3150,3432,71,40000,60000
58,M,High School,Married,36,2165,1541,33,40000,60000
47,M,Graduate,Unknown,34,4249,1881,49,60000,80000
50,M,Unknown,Divorced,41,2966,1986,50,60000,80000
53,M,Graduate,Married,41,1612,1564,33,120000,120000
45,M,Graduate,Married,36,14593,3447,72,60000,80000
48,M,Uneducated,Single,38,8327,4428,82,40000,60000
43,M,Post-Graduate,Married,37,34516,4149,86,60000,80000
60,M,Uneducated,Married,55,6479,1618,47,60000,80000
56,M,High School,Married,41,18442,1281,36,120000,120000
43,F,College,Married,31,2800,1994,41,40000,60000
57,F,High School,Married,36,3032,1387,30,0,40000
52,F,Uneducated,Married,47,2151,3446,58,40000,60000
56,F,Unknown,Married,36,24073,1341,37,0,0
43,M,Graduate,Married,37,25517,2508,44,80000,120000
38,M,Graduate,Married,32,7709,2520,61,60000,80000
53,M,College,Married,33,4065,1271,36,40000,60000
52,F,Graduate,Divorced,35,13169,4370,83,0,0
58,M,College,Married,44,11811,1469,29,80000,120000
34,F,College,Single,36,7440,2251,63,0,40000
36,M,High School,Single,20,12714,2240,53,40000,60000
55,F,Graduate,Single,35,3735,1749,41,40000,60000
54,M,Uneducated,Married,43,25882,1736,48,80000,120000
36,M,College,Married,36,3877,1942,42,40000,60000
35,F,Graduate,Single,27,3280,2534,78,0,0
53,M,Graduate,Married,36,11023,1656,41,120000,120000
48,F,Graduate,Unknown,36,6182,3546,63,0,40000
37,M,Uneducated,Single,19,2186,2614,67,40000,60000
45,M,Uneducated,Single,39,17996,1589,30,80000,120000
54,F,High School,Married,43,2306,2097,57,0,40000
38,M,High School,Single,30,26556,3168,73,60000,80000
35,F,College,Married,18,5779,2102,32,0,40000
36,F,Uneducated,Single,30,5494,2661,58,0,40000
33,M,Post-Graduate,Married,14,7571,2273,49,120000,120000
28,M,High School,Single,14,2897,2698,73,0,40000
36,F,Uneducated,Single,26,3131,2315,63,40000,60000
34,F,College,Divorced,27,4274,2257,54,0,40000
55,M,Doctorate,Married,36,4980,2273,66,60000,80000
61,F,Post-Graduate,Married,48,3156,1376,44,0,40000
44,F,Graduate,Married,39,6861,3974,63,0,40000
54,M,Graduate,Married,46,15554,2836,61,80000,120000
39,M,High School,Married,28,26570,2118,33,80000,120000
51,M,Unknown,Married,36,22224,3346,69,60000,80000
47,M,Unknown,Single,41,10606,2694,61,80000,120000
37,F,High School,Married,25,5865,2623,47,40000,60000
47,F,Graduate,Unknown,36,5369,1898,50,40000,60000
56,M,Uneducated,Married,43,5188,1540,30,120000,120000
53,M,Graduate,Single,36,17742,3369,55,80000,120000
62,M,Graduate,Married,48,2591,2123,56,40000,60000
58,F,Graduate,Married,48,2800,1571,36,0,40000
57,M,High School,Married,36,6543,1519,31,80000,120000
54,F,Doctorate,Single,36,26053,2768,70,0,0
33,F,College,Single,26,6316,2401,71,40000,60000
54,F,Graduate,Married,41,4658,1351,30,0,40000
30,M,Graduate,Divorced,22,6476,2723,66,60000,80000
36,F,High School,Single,36,8087,2429,69,0,40000
60,M,Graduate,Married,50,9033,1661,35,60000,80000
46,F,High School,Single,28,3206,3253,72,0,40000
55,M,Graduate,Married,49,28751,1502,34,80000,120000
55,M,High School,Married,47,2938,1352,30,80000,120000
31,M,Uneducated,Single,25,5715,2324,67,0,40000
55,F,Uneducated,Divorced,36,2111,2803,61,0,40000
36,M,Post-Graduate,Single,31,11862,2576,74,40000,60000
34,F,Unknown,Single,36,2791,2214,56,0,40000
33,F,Graduate,Single,36,6551,2429,77,0,40000
30,M,Post-Graduate,Single,16,4533,2679,69,40000,60000
54,F,Graduate,Married,36,1854,1307,39,40000,60000
53,M,Uneducated,Married,43,6704,1331,30,80000,120000
59,M,Graduate,Single,36,34516,3259,65,80000,120000
41,M,College,Single,32,5489,4085,65,120000,120000
45,M,Uneducated,Married,36,10619,4074,65,40000,60000
50,F,Graduate,Married,40,2481,1825,51,0,40000
57,M,Uneducated,Married,47,5100,1032,26,60000,80000
63,M,Doctorate,Single,49,5905,3982,65,40000,60000
35,F,Unknown,Single,30,9293,2314,59,0,0
35,M,Graduate,Married,25,5240,2172,38,60000,80000
53,M,High School,Married,40,4182,1297,24,120000,120000
33,F,College,Divorced,24,9857,3448,103,0,40000
38,M,Uneducated,Married,33,20117,2906,58,80000,120000
31,M,High School,Divorced,22,6012,2801,72,0,40000
37,M,Graduate,Married,27,6369,2675,47,60000,80000
36,M,Uneducated,Single,30,13005,3023,53,80000,120000
39,F,Graduate,Married,36,1575,644,15,0,0
58,F,Post-Graduate,Married,39,6679,1649,29,0,40000
39,F,Graduate,Married,34,6458,2315,49,0,40000
61,M,Unknown,Single,48,20803,2073,43,60000,80000
34,M,Unknown,Married,26,5540,1524,31,40000,60000
55,M,Graduate,Married,36,2801,1526,44,80000,120000
50,M,Uneducated,Single,40,2419,4099,73,0,40000
33,M,High School,Single,24,5156,2057,54,40000,60000
48,F,High School,Married,36,14228,1970,51,0,0
63,M,High School,Married,51,10257,1508,30,80000,120000
54,M,High School,Married,44,3032,1037,14,40000,60000
41,M,Graduate,Unknown,36,0,1786,26,60000,80000
51,M,Doctorate,Married,45,32096,2619,69,80000,120000
54,F,Graduate,Married,46,3014,1488,30,0,0
47,M,Unknown,Single,36,5762,3814,88,40000,60000
52,F,Post-Graduate,Single,45,2555,3127,45,0,40000
34,M,Post-Graduate,Single,28,34516,2421,63,80000,120000
64,M,High School,Married,54,2140,1280,34,0,40000
62,F,Uneducated,Married,43,4760,1459,20,40000,60000
38,M,Graduate,Single,27,26372,2291,56,80000,120000
52,F,Graduate,Married,43,8203,2910,63,0,40000
35,F,Doctorate,Married,24,2655,1921,26,40000,60000
35,M,Graduate,Single,27,13655,2383,59,120000,120000
54,M,College,Married,48,12169,1599,38,80000,120000
35,F,Unknown,Single,17,2956,2144,58,0,40000
35,M,Doctorate,Single,18,2598,2483,59,60000,80000
36,F,Graduate,Single,36,10566,2156,64,0,0
33,F,Graduate,Single,36,8232,2849,67,40000,60000
53,M,Graduate,Unknown,44,26365,3411,68,60000,80000
37,F,Uneducated,Married,29,4671,2468,58,0,40000
35,M,Graduate,Married,28,14869,2753,48,120000,120000
59,M,Graduate,Married,36,2300,1693,27,40000,60000
47,M,Unknown,Unknown,28,2797,3525,63,80000,120000
48,F,High School,Single,30,2657,3580,77,40000,60000
58,M,Uneducated,Married,46,9149,1220,36,80000,120000
55,F,Unknown,Married,36,2629,1725,41,0,40000
37,M,Graduate,Divorced,17,3176,2298,67,40000,60000
57,M,Graduate,Married,42,21875,1327,31,80000,120000
60,M,High School,Married,41,3007,1475,31,0,0
50,M,College,Married,40,17404,4491,78,60000,80000
56,M,High School,Married,51,2863,1458,39,60000,80000
48,M,Graduate,Married,37,34516,3205,57,60000,80000
40,M,Graduate,Single,30,13919,3699,67,60000,80000
48,M,Graduate,Married,39,18672,1126,35,80000,120000
50,F,Uneducated,Married,36,4204,4740,67,0,40000
61,F,Uneducated,Married,36,6859,1617,26,0,40000
36,M,High School,Married,30,16050,3215,56,80000,120000
46,M,High School,Married,32,34516,2436,71,120000,120000
28,M,Uneducated,Divorced,36,16766,3093,77,0,0
49,M,Unknown,Single,30,20895,3210,65,80000,120000
44,F,High School,Single,38,7881,3068,77,40000,60000
57,M,High School,Married,50,13427,1337,27,80000,120000
37,M,Uneducated,Divorced,36,2281,2735,58,80000,120000
57,M,Uneducated,Married,52,10974,1327,26,80000,120000
33,M,Unknown,Married,36,8925,741,10,60000,80000
46,M,High School,Married,40,5265,3281,68,60000,80000
45,F,High School,Divorced,36,17156,1142,33,0,0
53,M,Unknown,Married,36,13457,1548,41,80000,120000
52,M,Unknown,Married,46,2742,3829,72,60000,80000
34,M,Unknown,Married,29,3890,1889,51,60000,80000
55,M,Graduate,Single,51,17198,4042,62,80000,120000
53,M,High School,Married,41,3401,1924,54,120000,120000
37,M,Unknown,Married,19,18951,2874,58,60000,80000
58,F,Unknown,Single,52,1454,3060,56,40000,60000
33,M,High School,Married,20,27499,2202,46,120000,120000
39,M,Graduate,Married,36,32964,3094,45,120000,120000
37,F,High School,Single,28,7411,2761,77,0,40000
32,M,Uneducated,Single,36,7200,3006,83,40000,60000
26,F,Uneducated,Single,13,12007,2678,50,0,0
60,F,Graduate,Married,50,3147,1558,23,0,40000
37,M,Graduate,Single,18,5110,3028,76,80000,120000
43,F,Graduate,Married,35,5438,5029,75,0,40000
56,M,Uneducated,Married,40,17450,1426,38,80000,120000
52,M,College,Married,39,18352,1454,29,80000,120000
34,M,Uneducated,Single,17,5030,3345,69,120000,120000
47,M,Unknown,Divorced,38,34516,1823,27,80000,120000
26,M,Graduate,Single,21,1585,2299,49,0,40000
54,M,High School,Married,42,3251,1406,31,120000,120000
35,F,Uneducated,Single,23,2858,2844,73,0,40000
52,M,Unknown,Married,36,34516,3284,65,80000,120000
41,M,Graduate,Single,28,16443,4252,64,60000,80000
36,F,Uneducated,Divorced,32,3687,2448,63,0,40000
53,F,Graduate,Married,36,4840,1637,22,0,40000
42,M,Unknown,Single,36,15108,3738,68,120000,120000
54,M,College,Married,37,1909,1457,24,60000,80000
53,M,Post-Graduate,Single,44,19063,3393,58,80000,120000
36,M,High School,Married,26,15982,1687,40,80000,120000
42,M,Graduate,Single,32,0,1794,45,60000,80000
27,F,College,Divorced,14,2549,2605,61,0,40000
58,M,Graduate,Married,36,5967,1426,29,60000,80000
59,M,Uneducated,Married,53,2182,1660,34,40000,60000
63,F,Graduate,Married,52,2689,1188,35,0,40000
57,M,Uneducated,Single,51,30622,3600,66,80000,120000
56,F,High School,Married,48,4203,1425,32,0,0
42,F,Unknown,Single,37,6453,4822,74,0,40000
29,F,High School,Single,23,3318,3011,83,0,40000
44,M,Unknown,Unknown,39,22075,2337,40,60000,80000
33,M,College,Married,14,6746,2962,54,40000,60000
35,M,Graduate,Married,36,4408,2001,49,80000,120000
33,F,Graduate,Single,36,4838,2641,67,0,40000
46,M,Graduate,Single,40,34516,3568,57,80000,120000
27,M,Unknown,Married,14,3823,2026,49,40000,60000
42,M,College,Unknown,36,21670,4121,81,120000,120000
53,M,Graduate,Married,38,7928,1537,37,60000,80000
50,M,Graduate,Single,42,33996,3569,77,120000,120000
48,F,College,Divorced,40,4365,3542,57,40000,60000
57,M,High School,Single,47,2248,4439,77,60000,80000
34,F,Graduate,Single,27,1901,2450,52,0,40000
55,M,College,Single,45,34516,1966,31,80000,120000
58,M,Graduate,Married,54,31680,1121,25,120000,120000
55,F,Graduate,Married,35,1872,2238,45,0,40000
48,F,Uneducated,Unknown,42,2055,3656,63,0,40000
45,M,College,Divorced,37,10991,3692,60,40000,60000
59,M,Uneducated,Married,46,3939,1489,34,0,40000
53,F,Post-Graduate,Married,40,2127,1363,37,40000,60000
47,M,Uneducated,Single,32,34010,1739,39,80000,120000
43,F,Unknown,Married,36,6971,3575,67,0,0
33,F,Post-Graduate,Married,15,1741,2629,61,0,40000
49,F,Post-Graduate,Single,36,24904,5176,71,0,0
54,F,Graduate,Single,45,0,1603,39,0,40000
65,M,High School,Married,56,2621,2148,47,0,40000
49,F,Graduate,Married,35,11115,3956,74,40000,60000
47,M,Unknown,Single,39,13241,3157,76,80000,120000
51,M,High School,Married,42,14438,2090,47,80000,120000
36,M,High School,Single,31,5228,2683,62,80000,120000
36,M,Graduate,Married,36,5550,2540,62,60000,80000
46,M,Graduate,Unknown,36,0,2928,48,40000,60000
62,F,Unknown,Married,55,2064,1475,27,0,40000
30,F,College,Single,24,3450,2545,64,0,40000
46,M,Graduate,Married,36,34516,2163,56,120000,120000
41,M,Uneducated,Divorced,36,30030,1828,38,80000,120000
50,M,Uneducated,Married,45,2151,2513,62,40000,60000
53,M,Unknown,Married,44,7181,1636,39,80000,120000
